timestamp,api_cpu_cores,app_cpu_cores,db_cpu_cores
2026-04-27T12:47:14+00:00,0.0767,0.0639,0.0295
2026-04-27T12:47:29+00:00,0.0889,0.0936,0.0309
2026-04-27T12:47:44+00:00,0.1302,0.1238,0.0081
2026-04-27T12:47:59+00:00,0.1741,0.1678,0.0084
2026-04-27T12:48:14+00:00,0.1931,0.1973,0.0093
2026-04-27T12:48:29+00:00,0.2307,0.2298,0.0098
2026-04-27T12:48:44+00:00,0.2494,0.248,0.0096
2026-04-27T12:48:59+00:00,0.2495,0.2482,0.0094
2026-04-27T12:49:14+00:00,0.231,0.2483,0.0094
2026-04-27T12:49:29+00:00,0.2496,0.229,0.0085
2026-04-27T12:49:44+00:00,0.229,0.2482,0.0093
2026-04-27T12:49:59+00:00,0.2494,0.2486,0.0094
2026-04-27T12:50:14+00:00,0.2498,0.2486,0.0094
2026-04-27T12:50:29+00:00,0.2498,0.2484,0.0097
2026-04-27T12:50:44+00:00,0.2496,0.2486,0.0098
2026-04-27T12:50:59+00:00,0.2495,0.2241,0.01
2026-04-27T12:51:14+00:00,0.2497,0.2243,0.0101
2026-04-27T12:51:29+00:00,0.2307,0.2482,0.0099
2026-04-27T12:51:44+00:00,0.2494,0.2479,0.01
2026-04-27T12:51:59+00:00,0.2314,0.2135,0.0098
2026-04-27T12:52:14+00:00,0.1644,0.1782,0.0084
2026-04-27T12:52:29+00:00,0.162,0.1603,0.0079
2026-04-27T12:52:44+00:00,0.1142,0.1095,0.0071
2026-04-27T12:52:59+00:00,0.0918,0.0873,0.0061
2026-04-27T12:53:14+00:00,0.0601,0.0507,0.006
